sampleid,average_mintemp,average_precip,average_veg,lnndvi,neonics,migratory_proxy,operation_type,operation_defined,stationary,honey,pollination,beeolddatamigratory,queen,yard,hobbiest,nuc,research,bumblebee,acetamiprid,clothianidin,dinotefuran,imidacloprid,thiacloprid,thiamethoxam,state,year,region,surveydate,y,x,month,mites,lnmites,nosema,lnnosema,abpv,abpv_d,bqcv,bqcv_d,dwv,dwv_d,cbpv,cbpv_d,iapv,iapv_d,kbv,kbv_d,sbpv,sbpv_d,trop,trop_d,n_apis,n_apis_d,n_ceranae,n_ceranae_d,a_cerana,n_ceranae_per,dwv_percentage,bqcv_percentage,nosema_d,mites_d,collection,submitdate,totalarea,cornall,corn,cotton,sorghum,soybeans,peanuts,winter_wheat,dbl_crop_winwht_soybeans,rye,oats,millet,other_hay_non_alfalfa,other_crops,watermelons,sod_grass_seed,fallow_idle_cropland,shrubland,barren,apples,pecans,aquaculture,open_water,developed_open_space,developed_low_intensity,developed_med_intensity,developed_high_intensity,deciduous_forest,evergreen_forest,mixed_forest,grassland_pasture,woody_wetlands,herbaceous_wetlands,dbl_crop_winwht_corn,pumpkins,dbl_crop_winwht_sorghum,dbl_crop_winwht_cotton,dbl_crop_soybeans_oats,barley,spring_wheat,safflower,alfalfa,misc_vegs___fruits,onions,tomatoes,cherries,grapes,almonds,walnuts,pistachios,triticale,olives,oranges,peppers,pomegranates,plums,lettuce,sunflower,sweet_corn,speltz,sugarbeets,dry_beans,hops,peaches,other_tree_crops,asparagus,cabbage,camelina,potatoes,clover_wildflowers,citrus,cantaloupes,strawberries,squash,dbl_crop_corn_soybeans,blueberries,pop_or_orn_corn,herbs,dbl_crop_oats_corn,peas,christmas_trees,carrots,flaxseed,lentils,tobacco,switchgrass,rice,greens,nectarines,radishes,dbl_crop_barley_sorghum,dbl_crop_barley_corn,dbl_crop_barley_soybeans,buckwheat,vetch,sweet_potatoes,mustard,canola,cucumbers,dbl_crop_soybeans_cotton,mint,durum_wheat,other_small_grains,caneberries,pears,perennial_ice_snow_,garlic,honeydew_melons,broccoli,apricots,dbl_crop_lettuce_durum_wht,dbl_crop_lettuce_cantaloupe,dbl_crop_lettuce_cotton,cauliflower,celery,eggplants,sugarcane,gourds,turnips,cranberries,rape_seed,a__,forest,perennial_ice_snow,grass_pasture,a_,nonag_undefined,prunes,clouds_no_data,developed,water,chick_peas,dbl_crop_durum_wht_sorghum,dbl_crop_durum_wh,agg_water,agg_developed,agg_barren,agg_forestedupland,agg_shrubland,agg_grassland,agg_wetlands,percorn,percornpt,plantcorn,corn_bts,corn_bte,percornbt,percotton,percottonpt,plantcotton,cotton_bts,cotton_bte,persorghum,persorghumpt,plantsorghum,sorghum_bts,sorghum_bte,persoybean,persoybeanpt,plantsoy,soybean_bts,soybean_bte,percanola,percanolapt,plantcanola,perspringwht,perspringwhtpt,plantspringw,perwinwht,perwinwhtpt,plantwinwht,perbarley,perbarleypt,plantbarley,perrice,perricept,plantrice,perdeveloped,perbarren,perforests,pershrubland,pergrassland,perwetland,canola_bts,canola_bte,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,lnprecipm,lnprecipa,region1,region2,region3,region4,region5,region6,region7,percorn_bts,percorn_bte,percotton_bts,percotton_bte,persorghum_bts,persorghum_bte,persoybean_bts,persoybean_bte,agg_natural,pernatural,lnmites1,_year
NC 20-2013,,,,,0,1,,,,,,,,,,,,,0,0,0,0,0,0,NC,2013,2,6/16/2014,,,6,2.0799999,0.73236787,0.1,-2.3025851,-,0,,,+,1,+,1,-,0,-,0,-,0,-,0,,,,,-,,80,,1,1,,6/16/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,1,0,0,0,0,0,,,,,,,,,,,1.1249295,5
NC 21-2011,18,63,232.13603,5.4473233,,0,Stationary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NC,2011,2,8/17/2011,40.86222,-99.984169,8,0,,0,,-,0,-,0,-,0,-,0,-,0,,,-,0,-,0,-,0,-,0,,,30th,40th,0,1,8/16/1951,8/17/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.8903718,4.1431346,0,1,0,0,0,0,0,,,,,,,,,,,0,3
NC 21-2012,19,118,242.58662,5.4913588,,0,Stationary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NC,2012,2,8/29/2012,79.70454,-35.58992,8,11.189845,2.4150066,0,,-,0,+,1,+,1,-,0,-,0,-,0,-,0,-,0,-,0,N/A,,,,,,0,1,8/28/1952,8/29/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.9444389,4.7706847,0,1,0,0,0,0,0,,,,,,,,,,,2.5006032,4
NC 21-2013,,,,,,1,,,,,,,,,,,,,0,0,0,0,0,0,NC,2013,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,,,,,,,,5
NC 22-2011,14.310944,65.305397,245.144,5.5018458,,0,Stationary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NC,2011,2,8/22/2011,41.56001,-98.144508,8,0.10649627,-2.2396452,0.050000001,-2.9957323,-,0,-,0,-,0,-,0,-,0,,,-,0,-,0,-,0,-,0,,,Under30,Under30,0,1,8/21/1951,8/22/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.6610246,4.1790748,0,1,0,0,0,0,0,,,,,,,,,,,0.10119851,3
NC 22-2012,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,NC,2012,2,9/5/2013,34.42.14,,9,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,9/4/1953,9/5/2013,32536800,1201500,1201500,81900,5400,1063800,900,900,300600,900,0,900,258300,0,0,63900,2784600,5084100,31500,0,0,0,39600,3155400,1804500,360900,64800,32400,7223400,444600,1585800,6921900,22500,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,39600,5385600,31500,7700400,5084100,1585800,6944400,3.6927419,0,0,0,1,3.6927419,0.25171497,0,0,0,1,3.2695286,0,0,0,1,3.2695286,0,0,0,1,0,0,0,0,0,0,0.002766099,0,0,0,0,0,0,0,0,16.552334,0.096813455,23.66674,15.625691,4.8738661,21.343218,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,1,0,0,0,0,0,0,3.6927419,0,0.25171497,0,3.2695286,0,3.2695286,21314700,65.509514,,4
NC 22-2013,,,,,,1,,,,,,,,,,,,,0,0,0,0,0,0,NC,2013,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,,,,,,,,5
NC 23-2011,18,63,231.54706,5.4447832,,0,Stationary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NC,2011,2,8/17/2011,41.285,-98.568336,8,11.705686,2.4600747,0.1,-2.3025851,-,0,-,0,-,0,-,0,-,0,,,-,0,-,0,-,0,-,0,,,30th,30th,1,1,8/16/1951,8/17/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.8903718,4.1431346,0,1,0,0,0,0,0,,,,,,,,,,,2.5420496,3
NC 23-2012,,,,,,1,,,,,,,,,,,,,0,0,0,0,0,0,NC,2012,2,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,,,,,,,,4
NC 23-2013,,,,,,1,,,,,,,,,,,,,0,0,0,0,0,0,NC,2013,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,,,,,,,,5
NC 24-2011,15.109924,74.257492,241.28804,5.4859915,,0,Stationary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NC,2011,2,8/22/2011,40.91111,-97.096947,8,1.1566771,0.1455514,0,,-,0,+,1,+,1,-,0,-,0,,,-,0,-,0,-,0,-,0,,,Under30,30th,1,1,8/21/1951,8/22/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.7153518,4.3075385,0,1,0,0,0,0,0,,,,,,,,,,,0.76856869,3
NC 24-2012,19,133,242.21141,5.4898109,,0,Queen Production,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NC,2012,2,8/29/2012,35.81915,-79.667107,8,9.4583721,2.2469003,0,,-,0,+,1,+,1,-,0,-,0,-,0,-,0,-,0,-,0,N/A,,,,,,0,1,8/28/1952,8/29/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.9444389,4.8903489,0,1,0,0,0,0,0,,,,,,,,,,,2.3474028,4
NC 24-2013,,,,,,1,,,,,,,,,,,,,0,0,0,0,0,0,NC,2013,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,,,,,,,,5
NC 25-2011,19,76,228.77345,5.4327321,,0,Stationary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NC,2011,2,8/17/2011,41.61861,-99.866508,8,1.5706806,0.45150906,0.25,-1.3862944,-,0,-,0,-,0,-,0,-,0,,,-,0,-,0,-,0,-,0,,,Under30,Under30,1,1,8/16/1951,8/17/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.9444389,4.3307333,0,1,0,0,0,0,0,,,,,,,,,,,0.94417071,3
ND 01-2011,14,66,214.13374,5.366601,,0,Honey,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ND,2011,4,8/2/2011,43.10092,-75.09893,8,0,,0,,-,0,+,1,+,1,-,0,+,1,,,-,0,-,0,-,0,+,1,,,Under30,70th,1,0,8/1/1951,8/2/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.6390574,4.1896548,0,0,0,1,0,0,0,,,,,,,,,,,0,3
ND 01-2012,15,60.245701,207.97675,5.3374262,0,0,Honey Production,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ND,2012,4,7/18/2012,46.52166,-101.25905,7,18.890678,2.9386687,0.15000001,-1.89712,-,0,+,1,+,1,-,0,-,0,-,0,-,0,-,0,-,0,+,1,,90th,80,90,1,1,7/17/1952,7/18/2012,32539500,1443600,1443600,0,67500,5400,0,445500,0,7200,533700,22500,813600,0,0,0,2700,2700,0,0,0,0,10800,940500,11700,0,0,167400,0,0,21359700,186300,90000,0,0,0,0,0,162900,2217600,0,1298700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1833300,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,20700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435600,0,0,0,451800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10800,952200,0,167400,2700,21359700,276300,4.4364543,0,0,1,0,4.4364543,0,0,0,1,0,0.016595215,0,0,1,0,0.016595215,0,0,1,0,1.3386806,0,0,6.8151016,0,0,1.3691052,0,0,0.50062233,0,0,0,0,0,2.9262896,0,0.51445168,0.008297608,65.642372,0.84912181,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7080503,4.0984311,0,0,0,1,0,0,0,4.4364543,0,0,0,0.016595215,0,0.016595215,0,21806100,67.014244,2.9902513,4
ND 02-2011,15,104.70625,224.39211,5.4133949,,0,Honey,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ND,2011,4,7/27/2011,42.50526,-74.599503,7,0.76019353,-0.27418226,1.05,0.048790164,-,0,+,1,+,1,-,0,-,0,,,-,0,-,0,-,0,-,0,,,50th,90th,1,1,7/26/1951,7/27/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7080503,4.6511588,0,0,0,1,0,0,0,,,,,,,,,,,0.56542379,3
ND 02-2012,10,83.238609,230.61011,5.4407287,0,0,Honey Production,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ND,2012,4,7/2/2012,48.41329,-100.03865,7,0.88357586,-0.1237781,0.34999999,-1.0498221,-,0,+,1,+,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,,Below 30th,50,40,1,1,7/1/1952,7/2/2012,32532300,1612800,1612800,0,0,4554000,0,11700,0,0,91800,1800,2223000,0,0,0,63900,0,10800,0,0,0,339300,1804500,261000,14400,900,56700,4500,0,5701500,18900,729900,0,0,0,0,0,3085200,9538200,0,27900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611100,0,0,0,176400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15300,0,0,125100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,339300,2080800,10800,61200,0,5701500,748800,4.9575343,0,0,1,0,4.9575343,0,0,0,1,0,13.998395,0,0,1,0,13.998395,0,0,1,0,4.4623342,0,0,29.319168,0,0,0.035964258,0,0,9.4834976,0,0,0,0,0,6.3961048,0.033197775,0.18812072,0,17.52566,2.3017125,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.3025851,4.4217114,0,0,0,1,0,0,0,4.9575343,0,0,0,13.998395,0,13.998395,0,6511500,20.015491,0.63317204,4
ND 03-2011,14.01598,83.970589,219.08127,5.3894429,,0,Honey,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ND,2011,4,7/25/2011,42.88337,-75.449249,7,13.231939,2.5826335,0,,-,0,+,1,+,1,-,0,-,0,,,-,0,-,0,-,0,-,0,,,40th,80th,1,0,7/24/1951,7/25/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.640198,4.4304667,0,0,0,1,0,0,0,,,,,,,,,,,2.6554887,3
ND 03-2012,10,83.238747,230.61078,5.4407315,,0,Honey Production,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ND,2012,4,7/2/2012,48.4133,-100.03864,7,0.23905724,-1.4310522,9.8000002,2.2823825,-,0,+,1,+,1,-,0,-,0,-,0,-,0,-,0,-,0,+,1,,80th,30,40,1,1,7/1/1952,7/2/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.3025851,4.4217129,0,0,0,1,0,0,0,,,,,,,,,,,0.2143508,4
ND 03-2013,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,ND,2013,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18352800,0,0,0,2519100,2487600,0,0,0,468900,46800,0,0,0,0,0,0,0,0,0,0,0,0,60300,900,0,31500,0,0,5872500,3600,10800,0,0,0,0,0,0,0,8100,0,414000,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,11700,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12600,0,1800,0,0,0,0,0,0,0,0,0,0,606600,0,0,0,301500,4010400,0,0,0,1472400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8100,0,0,0,0,0,0,0,0,0,0,,1472400,92700,0,5880600,0,3600,10800,0,,,,,,0,,,,,13.554335,,,,,13.554335,,,,,0,,,0.044134956,,,0,,,0,,,0,,,0.50510001,0,32.041977,0,0.019615537,0.058846608,0,0,,,,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,,,,,5895000,32.120438,,5
ND 04-2011,15,98.988281,220.62846,5.3964801,,0,Honey,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ND,2011,4,7/26/2011,44.72731,-75.297112,7,11.043873,2.4018757,0,,-,0,-,0,+,1,-,0,-,0,,,-,0,-,0,-,0,-,0,,,40th,Under30,1,1,7/25/1951,7/26/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7080503,4.5950017,0,0,0,1,0,0,0,,,,,,,,,,,2.4885561,3
ND 04-2012,15,40,202.89948,5.3127108,,0,Honey Production,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ND,2012,4,7/18/2012,47.30195,-101.95727,7,18.623257,2.9244111,0.1,-2.3025851,-,0,+,1,+,1,-,0,-,0,-,0,-,0,-,0,-,0,+,1,,70th,Below 30th,Below 30th,1,1,7/17/1952,7/18/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7080503,3.6888795,0,0,0,1,0,0,0,,,,,,,,,,,2.9767153,4
ND 04-2013,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,ND,2013,4,7/26/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/26/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,,,,,,,,5
ND 05-2011,15,120.47374,222.03056,5.4028149,,0,Honey,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ND,2011,4,7/25/2011,43.89529,-75.620529,7,7.5526505,2.0218985,0.25,-1.3862944,-,0,+,1,+,1,-,0,-,0,,,-,0,-,0,-,0,-,0,,,80th,90th,1,1,7/24/1951,7/25/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7080503,4.7914319,0,0,0,1,0,0,0,,,,,,,,,,,2.1462412,3
ND 05-2012,13,54.483643,227.92096,5.4289989,,0,Honey Production,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ND,2012,4,7/6/2012,46.61683,-97.616669,7,0.10213316,-2.2814779,0.40000001,-0.91629076,-,0,+,1,+,1,-,0,-,0,-,0,-,0,-,0,-,0,+,1,,90th,70,60,1,1,7/5/1952,7/6/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5649493,3.9979005,0,0,0,1,0,0,0,,,,,,,,,,,0.097247541,4
ND 05-2013,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,ND,2013,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,,,,,,,,5
ND 06-2011,14,66.493134,213.45403,5.3634214,,0,Honey,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ND,2011,4,7/27/2011,44.12819,-75.719383,7,0.13802622,-1.9803116,0.1,-2.3025851,-,0,+,1,+,1,-,0,-,0,,,-,0,-,0,-,0,-,0,,,50th,80th,1,0,7/26/1951,7/27/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.6390574,4.1970987,0,0,0,1,0,0,0,,,,,,,,,,,0.12929538,3
