"sampleid","x","y","month","year"
"VA 18-2014",-79.028325,37.23359,10,2014
"VA 19-2014",-78.96936,38.06768,10,2014
"VA 20-2014",-79.902,37.1313,9,2014
"VA 21-2014",-79.9491,37.0366,9,2014
"VA 22-2014",-79.03893,36.98698,10,2014
"VA 23-2014",-77.55909,38.86017,7,2015
"VA 24-2014",-77.9772,37.3503,6,2015
"VA-14-2015",-78.1427833333333,39.0336166666666,11,2015
"VA-24-2015",-78.0557166666666,39.2577,11,2015
"VT-01-2015",-72.333056,44.895767,8,2015
"VT-02-2015",-73.0829240805,44.9482475296,7,2015
"VT-03-2015",-73.2481001354,43.9497001053,7,2015
"VT-04-2015",-73.086848226,44.7368546751,7,2015
"VT-05-2015",-72.414711,44.8944234,8,2015
"VT-06-2015",-73.2944899017,43.964241804,7,2015
"VT-07-2015",-73.150093,44.336968,7,2015
"VT-08-2015",-72.896695,44.918235,6,2015
"VT-09-2015",-72.688861,43.971914,8,2015
"VT-10-2015",-73.278147041,44.3262157911,7,2015
"VT-11-2015",-73.242064,44.369755,6,2015
"VT-12-2015",-72.9878302345,44.6681397266,7,2015
"VT-13-2015",-72.408081,44.859642,8,2015
"VT-14-2015",-72.653169,43.980259,8,2015
"VT-15-2015",-73.2200169626,44.003549603,7,2015
"VT-16-2015",-73.2324236796,43.8672520704,7,2015
"VT-17-2015",-73.075525624,44.8799385367,7,2015
"VT-18-2015",-73.3390905561,44.1584230654,7,2015
"VT-19-2015",-72.8616027065,44.9129827056,8,2015
"VT-20-2015",-72.429676,43.91275,8,2015
"VT-21-2015",-72.647235,43.931974,8,2015
"VT-22-2015",-72.653458,43.996396,8,2015
"VT-23-2015",-72.66094,43.96412,8,2015
"VT-24-2015",-72.783964,44.968004,8,2015
"WI-02-2015",-89.9995166666666,42.6618,6,2015
"WI-03-2015",-89.6001,42.8529833333333,6,2015
"WI-05-2015",-88.2089,42.91489,8,2015
"WI-06-2015",-92.19858,45.27593,9,2015
"WI-07-2015",-90.7646666666666,43.84425,6,2015
"WI-10-2015",-90.5521666666666,43.9177166666666,6,2015
"WI-11-2015",-89.6766666666666,42.971683,7,2015
"WI-12-2015",-88.3126833333333,42.9311833333333,7,2015
"WI-13-2015",-89.27096,45.58673,9,2015
"WI-14-2015",-89.6919333333333,42.61565,7,2015
"WI-15-2015",-90.5093833333333,44.0161516666666,6,2015
"WI-16-2015",-88.0997166666666,43.9063666666666,8,2015
"WI-17-2015",-92.01009,45.4235,9,2015
"WI-18-2015",-86.89616,45.38081,9,2015
"WI-19-2015",-89.41503,43.07643,9,2015
"WI-20-2015",-89.09492,44.0782,9,2015
"WI-21-2015",-88.6266,43.04897,10,2015
"WI-22-2015",-89.73447,43.46758,9,2015
"WI-23-2015",-89.50419,44.05691,10,2015
"WV-01-2015",-79.67853,39.10633,9,2015
"WV-02-2015",-78.0851,39.51117,8,2015
"WV-03-2015",-79.74785,39.42066,7,2015
"WV-04-2015",-80.72607,39.68485,8,2015
"WV-05-2015",-82.46017,38.36468,7,2015
"WV-06-2015",-81.27178,38.75356,8,2015
"WV-07-2015",-80.16824,39.49772,7,2015
"WV-08-2015",-80.55448,38.77713,8,2015
"WV-10-2015",-79.91022,39.50229,8,2015
"WV-11-2015",-81.37679,39.12688,8,2015
"WV-12-2015",-80.37702,39.23166,8,2015
"WV-13-2015",-78.94598,39.26262,8,2015
"WV-14-2015",-80.79345,38.35085,9,2015
"WV-15-2015",-80.62116,40.12883,8,2015
"WV-16-2015",-80.68903,40.02546,8,2015
"WV-17-2015",-82.52283,38.2048,7,2015
"WV-18-2015",-80.4954166666666,37.6511166666666,7,2015
"WV-19-2015",-82.23428,37.82569,7,2015
"WV-20-2015",-81.1985830555555,37.4145163888888,7,2015
"WV-21-2015",-80.17831,38.88147,7,2015
"WV-22-2015",-80.88405,39.1996,7,2015
"WV-23-2015",-81.86304,38.39171,7,2015
"WV-24-2015",-80.99016,38.54895,9,2015
"CA 03-2014",-117.13591093,33.1148618,10,2014
"CA 04-2014",-116.83327198,33.55092703,10,2014
"CA 07-2014",-117.1624,33.20887,10,2014
"CA 10-2014",-116.779799,33.484592,10,2014
"CA 23-2014",-130.176111111111,37.2266667,1,2015
"ND 02-2014",-98.027567,47.6719,7,2014
"ND 03-2014",-98.162033,48.470583,7,2014
"ND 04-2014",-97.991833,48.396217,7,2014
"ND 05-2014",-98.424433,46.89135,7,2014
"ND 06-2014",-97.993,47.807067,7,2014
"ND 09-2014",-98.787317,46.92235,7,2014
"ND 11-2014",-98.7586,46.876767,7,2014
"ND 16-2014",-97.9429,48.406683,7,2014
"ND 17-2014",-97.97775,47.604417,7,2014
"ND 23-2014",-98.059633,46.893767,7,2014
"TX 01-2014",-97.181438,30.973385,9,2014
"TX 02-2014",-97.254085,30.954539,9,2014
"TX 03-2014",-99.0535743,31.3862817,9,2014
"TX 04-2014",-95.011389,30.041667,9,2014
"TX 05-2014",-94.337222,30.021667,9,2014
"TX 06-2014",-94.279722,30.293611,9,2014
"TX 07-2014",-98.514308,34.666767,10,2014
"TX 08-2014",-98.6275,33.627575,10,2014
"TX 09-2014",-94.84467,33.09468,10,2014
"TX 10-2014",-98.963493,29.046476,12,2014
"TX 11-2014",-99.09292,28.93847,12,2014
"TX 12-2014",-95.677,29.36834,12,2014
